Date,Low,High,Last,Change,% Change
02 Apr 2025,0.3725,0.3925,0.3825,0.0,0.0
26 Mar 2025,0.37,0.39,0.38,-0.04,-0.095
19 Mar 2025,0.41,0.43,0.42,0.0,0.0
12 Mar 2025,0.41,0.43,0.42,-0.0,-0.0
05 Mar 2025,0.4175,0.43,0.4238,0.02,0.049
26 Feb 2025,0.4,0.415,0.4075,0.02,0.051
19 Feb 2025,0.38,0.4,0.39,0.05,0.149
12 Feb 2025,0.32,0.35,0.335,0.06,0.218
05 Feb 2025,0.27,0.28,0.275,0.04,0.167
29 Jan 2025,0.23,0.25,0.24,0.0,0.0
22 Jan 2025,0.23,0.25,0.24,0.0,0.0
15 Jan 2025,0.23,0.25,0.24,0.0,0.0
08 Jan 2025,0.23,0.25,0.24,0.01,0.043
02 Jan 2025,0.225,0.245,0.235,0.0,0.0
26 Dec 2024,0.225,0.235,0.23,0.01,0.045
18 Dec 2024,0.22,0.225,0.2225,0.0,0.0
11 Dec 2024,0.22,0.225,0.2225,0.0,0.0
04 Dec 2024,0.22,0.225,0.2225,0.0,0.0
27 Nov 2024,0.22,0.225,0.2225,0.0,0.0
20 Nov 2024,0.22,0.225,0.2225,0.0,0.0
13 Nov 2024,0.2185,0.2215,0.22,0.02,0.099
06 Nov 2024,0.2,0.205,0.2025,0.01,0.051
30 Oct 2024,0.1925,0.1975,0.195,0.0,0.0
23 Oct 2024,0.1925,0.1975,0.195,0.01,0.053
16 Oct 2024,0.1875,0.1925,0.19,-0.0,-0.0
09 Oct 2024,0.19,0.195,0.1925,-0.01,-0.05
02 Oct 2024,0.1975,0.2025,0.2,0.01,0.053
25 Sep 2024,0.1875,0.1925,0.19,0.0,0.0
18 Sep 2024,0.185,0.1915,0.1882,0.0,0.0
11 Sep 2024,0.185,0.1915,0.1882,-0.01,-0.051
04 Sep 2024,0.1935,0.2,0.1968,0.0,0.0
28 Aug 2024,0.1935,0.2,0.1968,0.0,0.0
21 Aug 2024,0.1935,0.2,0.1968,0.0,0.0
14 Aug 2024,0.1935,0.2,0.1968,0.0,0.0
07 Aug 2024,0.1935,0.2,0.1968,0.0,0.0
31 Jul 2024,0.19,0.1975,0.1938,0.0,0.0
24 Jul 2024,0.19,0.1975,0.1938,-0.01,-0.05
17 Jul 2024,0.195,0.2025,0.1988,0.01,0.052
10 Jul 2024,0.1875,0.1975,0.1925,-0.01,-0.049
03 Jul 2024,0.2,0.205,0.2025,-0.0,-0.0
26 Jun 2024,0.205,0.21,0.2075,0.0,0.0
20 Jun 2024,0.205,0.21,0.2075,0.0,0.0
12 Jun 2024,0.205,0.21,0.2075,0.0,0.0
05 Jun 2024,0.205,0.21,0.2075,0.0,0.0
29 May 2024,0.205,0.21,0.2075,0.0,0.0
22 May 2024,0.1995,0.21,0.2047,0.01,0.05
15 May 2024,0.1955,0.2025,0.199,0.0,0.0
08 May 2024,0.1925,0.1975,0.195,0.01,0.055
01 May 2024,0.182,0.1835,0.1828,-0.0,-0.0
24 Apr 2024,0.182,0.1875,0.1848,-0.01,-0.052
17 Apr 2024,0.1915,0.1965,0.194,0.0,0.0
10 Apr 2024,0.19,0.195,0.1925,0.0,0.0
03 Apr 2024,0.19,0.195,0.1925,0.0,0.0
27 Mar 2024,0.185,0.195,0.19,0.01,0.055
20 Mar 2024,0.18,0.185,0.1825,0.0,0.0
13 Mar 2024,0.18,0.185,0.1825,0.0,0.0
06 Mar 2024,0.178,0.182,0.18,0.0,0.0
28 Feb 2024,0.172,0.18,0.176,0.0,0.0
21 Feb 2024,0.171,0.179,0.175,-0.0,-0.0
14 Feb 2024,0.175,0.183,0.179,-0.01,-0.053
07 Feb 2024,0.1895,0.1905,0.19,0.0,0.0
31 Jan 2024,0.189,0.191,0.19,0.0,0.0
24 Jan 2024,0.1875,0.1895,0.1885,0.0,0.0
17 Jan 2024,0.1875,0.1895,0.1885,0.0,0.0
10 Jan 2024,0.185,0.19,0.1875,0.0,0.0
03 Jan 2024,0.185,0.19,0.1875,,
