Date,Low,High,Last,Change,% Change
13 Feb 2025,1.1846,1.185,1.1848,-0.0,-0.0
12 Feb 2025,1.1875,1.1877,1.1876,-0.01,-0.835
11 Feb 2025,1.1975,1.1977,1.1976,0.0,0.0
10 Feb 2025,1.1952,1.1957,1.1954,0.0,0.0
07 Feb 2025,1.1948,1.195,1.1949,0.0,0.0
06 Feb 2025,1.1925,1.1929,1.1927,0.01,0.846
05 Feb 2025,1.1821,1.1825,1.1823,-0.01,-0.841
04 Feb 2025,1.1889,1.1893,1.1891,0.02,1.709
03 Feb 2025,1.1698,1.1703,1.17,-0.01,-0.849
31 Jan 2025,1.1782,1.1784,1.1783,-0.01,-0.841
30 Jan 2025,1.1886,1.1889,1.1888,0.01,0.849
29 Jan 2025,1.1775,1.178,1.1778,0.01,0.854
28 Jan 2025,1.1703,1.1707,1.1705,-0.02,-1.682
27 Jan 2025,1.1886,1.1891,1.1889,-0.01,-0.834
24 Jan 2025,1.1993,1.1995,1.1994,0.01,0.843
23 Jan 2025,1.1861,1.1866,1.1864,-0.01,-0.839
22 Jan 2025,1.1914,1.1916,1.1915,-0.01,-0.832
21 Jan 2025,1.202,1.2022,1.2021,-0.01,-0.822
20 Jan 2025,1.2165,1.2168,1.2166,0.01,0.827
17 Jan 2025,1.2091,1.2093,1.2092,0.01,0.836
16 Jan 2025,1.1961,1.1963,1.1962,0.03,2.565
15 Jan 2025,1.1694,1.1698,1.1696,0.0,0.0
14 Jan 2025,1.1666,1.1669,1.1668,-0.01,-0.852
13 Jan 2025,1.1734,1.1739,1.1737,0.01,0.856
10 Jan 2025,1.168,1.1689,1.1685,0.02,1.741
09 Jan 2025,1.1485,1.1489,1.1487,0.01,0.881
08 Jan 2025,1.1344,1.1347,1.1345,-0.01,-0.877
07 Jan 2025,1.1397,1.1399,1.1398,0.0,0.0
06 Jan 2025,1.1385,1.139,1.1387,0.0,0.0
03 Jan 2025,1.136,1.1362,1.1361,-0.03,-2.584
02 Jan 2025,1.1607,1.1617,1.1612,0.01,0.868
31 Dec 2024,1.1521,1.1524,1.1522,-0.0,-0.0
30 Dec 2024,1.1567,1.1571,1.1569,0.0,0.0
27 Dec 2024,1.1539,1.1544,1.1542,-0.01,-0.858
24 Dec 2024,1.1657,1.166,1.1658,0.01,0.867
23 Dec 2024,1.1533,1.1535,1.1534,0.01,0.873
20 Dec 2024,1.1451,1.1453,1.1452,0.01,0.878
19 Dec 2024,1.1392,1.1394,1.1393,-0.01,-0.873
18 Dec 2024,1.146,1.1462,1.1461,-0.0,-0.0
17 Dec 2024,1.1489,1.1492,1.1491,-0.02,-1.707
16 Dec 2024,1.1712,1.1721,1.1716,-0.01,-0.846
13 Dec 2024,1.1821,1.1823,1.1822,0.0,0.0
12 Dec 2024,1.1812,1.1814,1.1813,0.0,0.0
11 Dec 2024,1.1766,1.1771,1.1768,0.0,0.0
10 Dec 2024,1.1725,1.1734,1.173,-0.0,-0.0
09 Dec 2024,1.1775,1.1778,1.1776,0.0,0.0
06 Dec 2024,1.1757,1.1759,1.1758,-0.02,-1.668
05 Dec 2024,1.1991,1.1993,1.1992,0.01,0.843
04 Dec 2024,1.1857,1.1861,1.1859,0.01,0.848
03 Dec 2024,1.1798,1.18,1.1799,0.01,0.853
02 Dec 2024,1.1725,1.1734,1.173,0.0,0.0
29 Nov 2024,1.1728,1.173,1.1729,0.0,0.0
28 Nov 2024,1.1709,1.1712,1.1711,-0.01,-0.846
27 Nov 2024,1.1821,1.1823,1.1822,-0.01,-0.841
26 Nov 2024,1.1884,1.1889,1.1886,-0.01,-0.834
25 Nov 2024,1.1988,1.1991,1.199,0.01,0.843
22 Nov 2024,1.1857,1.1861,1.1859,-0.0,-0.0
21 Nov 2024,1.1907,1.1909,1.1908,-0.02,-1.65
20 Nov 2024,1.212,1.2122,1.2121,0.03,2.537
19 Nov 2024,1.1825,1.183,1.1827,0.01,0.852
18 Nov 2024,1.1737,1.1739,1.1738,-0.04,-3.302
15 Nov 2024,1.2111,1.212,1.2115,0.07,6.112
14 Nov 2024,1.1449,1.1458,1.1453,-0.01,-0.865
13 Nov 2024,1.1562,1.1564,1.1563,-0.01,-0.86
12 Nov 2024,1.163,1.1635,1.1632,-0.01,-0.849
11 Nov 2024,1.1775,1.1784,1.178,-0.02,-1.673
08 Nov 2024,1.1952,1.1957,1.1954,-0.02,-1.644
07 Nov 2024,1.2163,1.2165,1.2164,0.04,3.407
06 Nov 2024,1.1734,1.1744,1.1739,-0.02,-1.67
05 Nov 2024,1.197,1.1975,1.1973,0.01,0.845
04 Nov 2024,1.1832,1.1834,1.1833,-0.02,-1.669
01 Nov 2024,1.1984,1.1986,1.1985,-0.0,-0.0
31 Oct 2024,1.1984,1.1993,1.1988,-0.0,-0.0
30 Oct 2024,1.2034,1.2038,1.2036,0.0,0.0
29 Oct 2024,1.2029,1.2034,1.2032,0.0,0.0
28 Oct 2024,1.2004,1.2007,1.2005,0.01,0.838
25 Oct 2024,1.1929,1.1932,1.1931,-0.02,-1.647
24 Oct 2024,1.214,1.2143,1.2142,0.01,0.833
23 Oct 2024,1.2002,1.2007,1.2004,0.01,0.838
22 Oct 2024,1.1939,1.1941,1.194,0.01,0.842
21 Oct 2024,1.1871,1.1873,1.1872,0.01,0.852
18 Oct 2024,1.1734,1.1739,1.1737,0.01,0.86
17 Oct 2024,1.1628,1.163,1.1629,-0.01,-0.851
16 Oct 2024,1.1748,1.1757,1.1753,0.01,0.862
15 Oct 2024,1.1603,1.1605,1.1604,-0.02,-1.695
14 Oct 2024,1.18,1.1802,1.1801,-0.02,-1.662
11 Oct 2024,1.2034,1.2036,1.2035,0.04,3.449
10 Oct 2024,1.1594,1.1603,1.1598,0.01,0.868
09 Oct 2024,1.1524,1.1526,1.1525,-0.02,-1.706
08 Oct 2024,1.1725,1.1728,1.1726,-0.03,-2.491
07 Oct 2024,1.2043,1.2045,1.2044,-0.0,-0.0
04 Oct 2024,1.2088,1.2091,1.2089,0.01,0.834
03 Oct 2024,1.1988,1.1991,1.199,0.0,0.0
02 Oct 2024,1.1948,1.1952,1.195,0.0,0.0
01 Oct 2024,1.1929,1.1932,1.1931,0.01,0.842
30 Sep 2024,1.1873,1.1875,1.1874,-0.0,-0.0
27 Sep 2024,1.1898,1.1902,1.19,0.02,1.712
26 Sep 2024,1.168,1.1685,1.1682,0.02,1.744
25 Sep 2024,1.1465,1.1467,1.1466,-0.01,-0.862
24 Sep 2024,1.1603,1.1607,1.1605,0.04,3.568
23 Sep 2024,1.1208,1.1213,1.1211,-0.01,-0.88
20 Sep 2024,1.1358,1.136,1.1359,-0.01,-0.869
19 Sep 2024,1.1503,1.1512,1.1508,0.0,0.0
18 Sep 2024,1.1465,1.1467,1.1466,0.0,0.0
17 Sep 2024,1.1426,1.1435,1.1431,0.0,0.0
16 Sep 2024,1.1421,1.1424,1.1423,0.04,3.642
13 Sep 2024,1.0981,1.0984,1.0983,0.01,0.915
12 Sep 2024,1.0929,1.0932,1.093,0.02,1.865
11 Sep 2024,1.0723,1.0727,1.0725,0.01,0.941
10 Sep 2024,1.0628,1.0632,1.063,0.0,0.0
09 Sep 2024,1.0582,1.0585,1.0583,-0.02,-1.846
06 Sep 2024,1.0832,1.0834,1.0833,0.0,0.0
05 Sep 2024,1.08,1.0805,1.0802,-0.0,-0.0
04 Sep 2024,1.0823,1.0832,1.0827,-0.01,-0.917
03 Sep 2024,1.0907,1.0909,1.0908,-0.0,-0.0
02 Sep 2024,1.0954,1.0957,1.0955,-0.03,-2.661
30 Aug 2024,1.1272,1.1276,1.1274,0.01,0.894
29 Aug 2024,1.1183,1.1186,1.1184,-0.02,-1.763
28 Aug 2024,1.1344,1.1349,1.1347,-0.02,-1.739
27 Aug 2024,1.1499,1.1508,1.1503,0.01,0.879
23 Aug 2024,1.1378,1.1381,1.1379,0.01,0.885
22 Aug 2024,1.1304,1.1306,1.1305,0.01,0.89
21 Aug 2024,1.1235,1.1238,1.1237,0.0,0.0
20 Aug 2024,1.1186,1.1188,1.1187,0.03,2.743
19 Aug 2024,1.0934,1.0936,1.0935,0.03,2.824
16 Aug 2024,1.0623,1.0625,1.0624,-0.0,-0.0
15 Aug 2024,1.0655,1.0659,1.0657,0.0,0.0
14 Aug 2024,1.0646,1.0655,1.065,0.02,1.91
13 Aug 2024,1.0469,1.0473,1.0471,-0.01,-0.95
12 Aug 2024,1.0523,1.0528,1.0526,0.0,0.0
09 Aug 2024,1.0514,1.0517,1.0515,0.03,2.928
08 Aug 2024,1.0242,1.0251,1.0247,-0.0,-0.0
07 Aug 2024,1.026,1.0265,1.0263,-0.0,-0.0
06 Aug 2024,1.0283,1.0287,1.0285,0.02,1.981
05 Aug 2024,1.0097,1.0099,1.0098,-0.02,-1.94
02 Aug 2024,1.0306,1.0308,1.0307,-0.01,-0.964
01 Aug 2024,1.0369,1.0374,1.0371,-0.0,-0.0
31 Jul 2024,1.041,1.0419,1.0414,0.03,2.973
30 Jul 2024,1.009,1.0092,1.0091,-0.02,-1.948
29 Jul 2024,1.0263,1.0267,1.0265,-0.01,-0.963
26 Jul 2024,1.0378,1.0383,1.038,0.01,0.969
25 Jul 2024,1.0319,1.0324,1.0321,-0.02,-1.907
24 Jul 2024,1.0489,1.0492,1.049,-0.0,-0.0
23 Jul 2024,1.0501,1.0505,1.0503,-0.0,-0.0
22 Jul 2024,1.0505,1.0507,1.0506,-0.02,-1.862
19 Jul 2024,1.0737,1.0741,1.0739,-0.01,-0.92
18 Jul 2024,1.0868,1.0873,1.087,-0.01,-0.912
17 Jul 2024,1.0968,1.097,1.0969,-0.01,-0.905
16 Jul 2024,1.105,1.1052,1.1051,-0.01,-0.893
15 Jul 2024,1.119,1.1195,1.1192,-0.01,-0.888
12 Jul 2024,1.1263,1.1267,1.1265,-0.0,-0.0
11 Jul 2024,1.1294,1.1297,1.1296,0.0,0.0
10 Jul 2024,1.129,1.1292,1.1291,-0.02,-1.746
09 Jul 2024,1.1453,1.1455,1.1454,-0.0,-0.0
08 Jul 2024,1.1483,1.1485,1.1484,-0.01,-0.866
05 Jul 2024,1.1539,1.1544,1.1542,0.0,0.0
04 Jul 2024,1.1521,1.1526,1.1524,0.0,0.0
03 Jul 2024,1.1503,1.1505,1.1504,0.0,0.0
02 Jul 2024,1.1476,1.148,1.1478,-0.0,-0.0
01 Jul 2024,1.1485,1.1487,1.1486,0.0,0.0
28 Jun 2024,1.1455,1.1458,1.1457,0.01,0.881
27 Jun 2024,1.1349,1.1351,1.135,0.0,0.0
26 Jun 2024,1.1304,1.1313,1.1308,-0.0,-0.0
25 Jun 2024,1.1331,1.1335,1.1333,-0.0,-0.0
24 Jun 2024,1.1362,1.1367,1.1365,0.0,0.0
21 Jun 2024,1.1353,1.1358,1.1356,-0.0,-0.0
20 Jun 2024,1.1376,1.1381,1.1378,0.0,0.0
19 Jun 2024,1.1349,1.1353,1.1351,0.01,0.888
18 Jun 2024,1.1254,1.1263,1.1258,-0.0,-0.0
17 Jun 2024,1.1272,1.1281,1.1276,-0.02,-1.743
14 Jun 2024,1.1471,1.1476,1.1474,-0.01,-0.862
13 Jun 2024,1.1598,1.1601,1.1599,0.01,0.872
12 Jun 2024,1.1471,1.1476,1.1474,-0.0,-0.0
11 Jun 2024,1.1489,1.1494,1.1492,-0.02,-1.713
10 Jun 2024,1.1675,1.168,1.1678,-0.02,-1.677
07 Jun 2024,1.192,1.1925,1.1923,-0.01,-0.834
06 Jun 2024,1.1991,1.1993,1.1992,0.01,0.84
05 Jun 2024,1.1898,1.1902,1.19,-0.01,-0.834
04 Jun 2024,1.1984,1.1988,1.1986,-0.01,-0.826
03 Jun 2024,1.2102,1.2111,1.2106,-0.02,-1.626
31 May 2024,1.2299,1.2304,1.2301,0.0,0.0
30 May 2024,1.2292,1.2295,1.2293,-0.01,-0.804
29 May 2024,1.2428,1.2433,1.2431,0.02,1.631
28 May 2024,1.2263,1.2265,1.2264,0.02,1.664
24 May 2024,1.2016,1.202,1.2018,0.02,1.694
23 May 2024,1.1802,1.1805,1.1804,-0.03,-2.475
22 May 2024,1.2122,1.2125,1.2123,-0.01,-0.815
21 May 2024,1.2263,1.2265,1.2264,0.04,3.363
20 May 2024,1.1893,1.1895,1.1894,0.01,0.849
17 May 2024,1.1782,1.1784,1.1783,0.0,0.0
16 May 2024,1.1766,1.1768,1.1767,0.01,0.856
15 May 2024,1.168,1.1689,1.1685,0.02,1.738
14 May 2024,1.1503,1.1512,1.1508,-0.01,-0.865
13 May 2024,1.1562,1.1567,1.1564,-0.0,-0.0
10 May 2024,1.1576,1.1585,1.158,0.01,0.868
09 May 2024,1.1524,1.1526,1.1525,0.01,0.871
08 May 2024,1.1474,1.1476,1.1475,-0.01,-0.862
07 May 2024,1.1601,1.1605,1.1603,0.01,0.866
03 May 2024,1.1544,1.1546,1.1545,-0.0,-0.0
02 May 2024,1.1578,1.1582,1.158,-0.01,-0.858
01 May 2024,1.1648,1.1657,1.1653,-0.0,-0.0
30 Apr 2024,1.1682,1.1687,1.1685,0.0,0.0
29 Apr 2024,1.1644,1.1648,1.1646,-0.01,-0.852
26 Apr 2024,1.1732,1.1734,1.1733,-0.01,-0.845
25 Apr 2024,1.1836,1.1839,1.1838,0.01,0.849
24 Apr 2024,1.1784,1.1787,1.1785,0.01,0.853
23 Apr 2024,1.1725,1.1728,1.1726,-0.03,-2.486
22 Apr 2024,1.2066,1.2068,1.2067,0.0,0.0
19 Apr 2024,1.2041,1.2043,1.2042,0.03,2.552
18 Apr 2024,1.1755,1.1757,1.1756,0.01,0.86
17 Apr 2024,1.1626,1.1635,1.163,0.01,0.87
16 Apr 2024,1.1494,1.1499,1.1496,-0.01,-0.866
15 Apr 2024,1.1548,1.1558,1.1553,0.02,1.767
12 Apr 2024,1.1317,1.1322,1.1319,0.02,1.793
11 Apr 2024,1.1154,1.1158,1.1156,-0.01,-0.887
10 Apr 2024,1.1267,1.1272,1.127,0.01,0.898
09 Apr 2024,1.1131,1.1133,1.1132,-0.0,-0.0
08 Apr 2024,1.1165,1.1167,1.1166,0.01,0.906
05 Apr 2024,1.1031,1.1036,1.1034,-0.0,-0.0
04 Apr 2024,1.1063,1.1068,1.1065,0.03,2.78
03 Apr 2024,1.0786,1.0795,1.0791,0.01,0.933
02 Apr 2024,1.0716,1.0718,1.0717,0.02,1.908
28 Mar 2024,1.0478,1.0483,1.048,0.01,0.964
27 Mar 2024,1.0369,1.0374,1.0371,-0.02,-1.897
26 Mar 2024,1.0541,1.0544,1.0543,0.0,0.0
25 Mar 2024,1.0517,1.0519,1.0518,0.01,0.961
22 Mar 2024,1.0408,1.041,1.0409,-0.01,-0.954
21 Mar 2024,1.0485,1.0487,1.0486,0.01,0.966
20 Mar 2024,1.0353,1.0356,1.0354,0.01,0.978
19 Mar 2024,1.0224,1.0229,1.0226,-0.01,-0.97
18 Mar 2024,1.0306,1.0308,1.0307,0.0,0.0
15 Mar 2024,1.0299,1.0303,1.0301,0.01,0.978
14 Mar 2024,1.0226,1.0229,1.0227,-0.01,-0.971
13 Mar 2024,1.0292,1.0297,1.0294,0.0,0.0
12 Mar 2024,1.026,1.0265,1.0263,0.01,0.983
11 Mar 2024,1.017,1.0174,1.0172,-0.01,-0.977
08 Mar 2024,1.0233,1.0238,1.0235,0.0,0.0
07 Mar 2024,1.0229,1.0231,1.023,0.01,0.988
06 Mar 2024,1.0117,1.012,1.0119,-0.0,-0.0
05 Mar 2024,1.0129,1.0133,1.0131,0.0,0.0
04 Mar 2024,1.0095,1.0097,1.0096,0.0,0.0
01 Mar 2024,1.0074,1.0079,1.0077,0.01,0.999
29 Feb 2024,1.0009,1.0011,1.001,0.01,1.011
28 Feb 2024,0.9888,0.9893,0.9891,-0.01,-1.003
27 Feb 2024,0.997,0.9972,0.9971,0.01,1.009
26 Feb 2024,0.9911,0.9913,0.9912,-0.01,-1.004
23 Feb 2024,0.9963,0.9965,0.9964,-0.01,-0.992
22 Feb 2024,1.0083,1.0086,1.0084,-0.01,-0.978
21 Feb 2024,1.0219,1.0224,1.0222,0.03,3.029
20 Feb 2024,0.9902,0.9904,0.9903,-0.01,-1.001
19 Feb 2024,0.9993,0.9995,0.9994,-0.01,-0.988
16 Feb 2024,1.0115,1.0124,1.012,0.0,0.0
15 Feb 2024,1.0095,1.0097,1.0096,0.0,0.0
14 Feb 2024,1.0079,1.0083,1.0081,-0.0,-0.0
13 Feb 2024,1.0124,1.0133,1.0129,0.01,0.995
12 Feb 2024,1.0043,1.0052,1.0047,0.0,0.0
09 Feb 2024,1.0033,1.0038,1.0036,-0.01,-0.985
08 Feb 2024,1.0147,1.0151,1.0149,0.0,0.0
07 Feb 2024,1.0106,1.0115,1.0111,0.0,0.0
06 Feb 2024,1.007,1.0074,1.0072,0.0,0.0
05 Feb 2024,1.0065,1.0067,1.0066,-0.01,-0.982
02 Feb 2024,1.0185,1.0188,1.0187,-0.0,-0.0
01 Feb 2024,1.0208,1.021,1.0209,-0.01,-0.971
31 Jan 2024,1.0297,1.0299,1.0298,0.0,0.0
30 Jan 2024,1.0272,1.0274,1.0273,0.01,0.98
29 Jan 2024,1.0201,1.021,1.0206,0.0,0.0
26 Jan 2024,1.0201,1.0206,1.0204,0.01,0.989
25 Jan 2024,1.0106,1.0115,1.0111,-0.01,-0.983
24 Jan 2024,1.0174,1.0179,1.0176,0.03,3.027
23 Jan 2024,0.9911,0.9913,0.9912,0.01,1.024
22 Jan 2024,0.9766,0.977,0.9768,-0.0,-0.0
19 Jan 2024,0.9816,0.9818,0.9817,-0.01,-1.013
18 Jan 2024,0.9866,0.987,0.9868,-0.01,-1.007
17 Jan 2024,0.9929,0.9931,0.993,-0.01,-0.999
16 Jan 2024,1.0002,1.0011,1.0006,0.0,0.0
15 Jan 2024,0.9997,1.0002,0.9999,-0.01,-0.992
12 Jan 2024,1.0081,1.0086,1.0083,-0.01,-0.982
11 Jan 2024,1.0179,1.0183,1.0181,0.0,0.0
10 Jan 2024,1.0179,1.0183,1.0181,-0.0,-0.0
09 Jan 2024,1.0188,1.0192,1.019,-0.0,-0.0
08 Jan 2024,1.0215,1.0219,1.0217,-0.0,-0.0
05 Jan 2024,1.026,1.0265,1.0263,-0.01,-0.964
04 Jan 2024,1.0369,1.0374,1.0371,-0.01,-0.958
03 Jan 2024,1.0437,1.0442,1.0439,-0.03,-2.781
02 Jan 2024,1.0786,1.0791,1.0789,0,0
